Year,Subject,Book Count,Year Book Total,Percent_True_Formula,Percent_True,Percent-Rounded,Percent of Books
2024,fiction,184,272,67.64705882,67.64705882,67.65,67.65
2024,audiobook,215,272,79.04411765,79.04411765,79.05,79.05
2024,nonfiction,61,272,22.42647059,22.42647059,22.43,22.43
2024,fantasy,89,272,32.72058824,32.72058824,32.73,32.73
2024,romance,93,272,34.19117647,34.19117647,34.2,34.2
2024,contemporary,67,272,24.63235294,24.63235294,24.64,24.64
2024,young adult,41,272,15.07352941,15.07352941,15.08,15.08
2024,adult,67,272,24.63235294,24.63235294,24.64,24.64
2024,mystery,70,272,25.73529412,25.73529412,25.74,25.74
2024,biography,30,272,11.02941176,11.02941176,11.03,11.03
2024,memoir,28,272,10.29411765,10.29411765,10.3,10.3
2024,historical fiction,49,272,18.01470588,18.01470588,18.02,18.02
2024,thriller,53,272,19.48529412,19.48529412,19.49,19.49
2024,historical,39,272,14.33823529,14.33823529,14.34,14.34
2024,science fiction,24,272,8.823529412,8.823529412,8.83,8.83
2024,history,31,272,11.39705882,11.39705882,11.4,11.4
2024,humor,15,272,5.514705882,5.514705882,5.52,5.52
2024,horror,37,272,13.60294118,13.60294118,13.61,13.61
2024,lgbt,27,272,9.926470588,9.926470588,9.93,9.93
2024,mystery thriller,39,272,14.33823529,14.33823529,14.34,14.34
2024,paranormal,17,272,6.25,6.25,6.25,6.25
2024,biography memoir,15,272,5.514705882,5.514705882,5.52,5.52
2024,childrens,0,272,0,0,0,0
2024,literary fiction,35,272,12.86764706,12.86764706,12.87,12.87
2024,poetry,2,272,0.7352941176,0.7352941176,0.74,0.74
2024,crime,17,272,6.25,6.25,6.25,6.25
2024,queer,23,272,8.455882353,8.455882353,8.46,8.46
2024,graphic novels,1,272,0.3676470588,0.3676470588,0.37,0.37
2024,contemporary romance,21,272,7.720588235,7.720588235,7.73,7.73
2024,magic,9,272,3.308823529,3.308823529,3.31,3.31
2024,middle grade,0,272,0,0,0,0
2024,science,9,272,3.308823529,3.308823529,3.31,3.31
2024,adventure,2,272,0.7352941176,0.7352941176,0.74,0.74
2024,politics,14,272,5.147058824,5.147058824,5.15,5.15
2024,comics,0,272,0,0,0,0
2024,food,2,272,0.7352941176,0.7352941176,0.74,0.74
2024,urban fantasy,2,272,0.7352941176,0.7352941176,0.74,0.74
2024,feminism,13,272,4.779411765,4.779411765,4.78,4.78
2024,realistic fiction,0,272,0,0,0,0
2024,suspense,15,272,5.514705882,5.514705882,5.52,5.52
2024,picture books,0,272,0,0,0,0
2024,dystopia,10,272,3.676470588,3.676470588,3.68,3.68
2024,chick lit,14,272,5.147058824,5.147058824,5.15,5.15
2024,self help,8,272,2.941176471,2.941176471,2.95,2.95
2024,cooking,1,272,0.3676470588,0.3676470588,0.37,0.37
2024,comedy,0,272,0,0,0,0
2024,war,8,272,2.941176471,2.941176471,2.95,2.95
2024,psychology,9,272,3.308823529,3.308823529,3.31,3.31
2024,cookbooks,0,272,0,0,0,0
2024,adult fiction,6,272,2.205882353,2.205882353,2.21,2.21
2024,mental health,9,272,3.308823529,3.308823529,3.31,3.31
2024,autobiography,5,272,1.838235294,1.838235294,1.84,1.84
2024,essays,6,272,2.205882353,2.205882353,2.21,2.21
2024,race,9,272,3.308823529,3.308823529,3.31,3.31
2024,family,6,272,2.205882353,2.205882353,2.21,2.21
2024,new adult,0,272,0,0,0,0
2024,vampires,7,272,2.573529412,2.573529412,2.58,2.58
2024,animals,1,272,0.3676470588,0.3676470588,0.37,0.37
2024,graphic novels comics,0,272,0,0,0,0
2024,health,14,272,5.147058824,5.147058824,5.15,5.15
2024,young adult fantasy,6,272,2.205882353,2.205882353,2.21,2.21
2024,science fiction fantasy,3,272,1.102941176,1.102941176,1.11,1.11
2024,mythology,13,272,4.779411765,4.779411765,4.78,4.78
2024,high fantasy,0,272,0,0,0,0
2024,magical realism,11,272,4.044117647,4.044117647,4.05,4.05
2024,business,5,272,1.838235294,1.838235294,1.84,1.84
2024,world war ii,3,272,1.102941176,1.102941176,1.11,1.11
2024,nature,2,272,0.7352941176,0.7352941176,0.74,0.74
2024,reference,0,272,0,0,0,0
2024,space,5,272,1.838235294,1.838235294,1.84,1.84
2024,storytime,0,272,0,0,0,0
2024,american history,8,272,2.941176471,2.941176471,2.95,2.95
2024,true crime,10,272,3.676470588,3.676470588,3.68,3.68
2024,enemies to lovers,12,272,4.411764706,4.411764706,4.42,4.42
2024,paranormal romance,1,272,0.3676470588,0.3676470588,0.37,0.37
2024,short stories,3,272,1.102941176,1.102941176,1.11,1.11
2024,romantasy,31,272,11.39705882,11.39705882,11.4,11.4
2024,retellings,9,272,3.308823529,3.308823529,3.31,3.31
2024,friendship,0,272,0,0,0,0
2024,travel,6,272,2.205882353,2.205882353,2.21,2.21
2024,space opera,2,272,0.7352941176,0.7352941176,0.74,0.74
2024,personal development,4,272,1.470588235,1.470588235,1.48,1.48
2024,military fiction,3,272,1.102941176,1.102941176,1.11,1.11
2024,social justice,5,272,1.838235294,1.838235294,1.84,1.84
2024,art,2,272,0.7352941176,0.7352941176,0.74,0.74
2024,epic fantasy,0,272,0,0,0,0
2024,philosophy,2,272,0.7352941176,0.7352941176,0.74,0.74
2024,sports,3,272,1.102941176,1.102941176,1.11,1.11
2024,music,1,272,0.3676470588,0.3676470588,0.37,0.37
2024,fantasy romance,21,272,7.720588235,7.720588235,7.73,7.73
2024,novels,2,272,0.7352941176,0.7352941176,0.74,0.74
2024,book club,1,272,0.3676470588,0.3676470588,0.37,0.37
2024,books about books,5,272,1.838235294,1.838235294,1.84,1.84
2024,post apocalyptic,0,272,0,0,0,0
2024,time travel,4,272,1.470588235,1.470588235,1.48,1.48
2024,foodie,0,272,0,0,0,0
2024,sociology,2,272,0.7352941176,0.7352941176,0.74,0.74
2024,witches,6,272,2.205882353,2.205882353,2.21,2.21
2024,african american,2,272,0.7352941176,0.7352941176,0.74,0.74
2024,fae,12,272,4.411764706,4.411764706,4.42,4.42
2024,technology,1,272,0.3676470588,0.3676470588,0.37,0.37
2024,young adult contemporary,0,272,0,0,0,0
2024,coming of age,4,272,1.470588235,1.470588235,1.48,1.48
2024,gothic,13,272,4.779411765,4.779411765,4.78,4.78
2024,lesbian,10,272,3.676470588,3.676470588,3.68,3.68
2024,religion,2,272,0.7352941176,0.7352941176,0.74,0.74
2024,fairy tales,0,272,0,0,0,0
2024,food and drink,0,272,0,0,0,0
2024,aliens,0,272,0,0,0,0
2024,environment,1,272,0.3676470588,0.3676470588,0.37,0.37
2024,friends to lovers,3,272,1.102941176,1.102941176,1.11,1.11
2024,womens,4,272,1.470588235,1.470588235,1.48,1.48
2024,erotica,0,272,0,0,0,0
2024,parenting,2,272,0.7352941176,0.7352941176,0.74,0.74
2024,asia,2,272,0.7352941176,0.7352941176,0.74,0.74
2024,nutrition,0,272,0,0,0,0
2024,speculative fiction,4,272,1.470588235,1.470588235,1.48,1.48
2024,economics,0,272,0,0,0,0
2024,zombies,0,272,0,0,0,0
2024,biology,0,272,0,0,0,0
2024,medicine,2,272,0.7352941176,0.7352941176,0.74,0.74
2024,dragons,6,272,2.205882353,2.205882353,2.21,2.21
2024,superheroes,0,272,0,0,0,0
2024,africa,0,272,0,0,0,0
2024,literature,0,272,0,0,0,0
2024,novella,4,272,1.470588235,1.470588235,1.48,1.48
2024,canada,1,272,0.3676470588,0.3676470588,0.37,0.37
2024,historical romance,0,272,0,0,0,0
2024,comic book,0,272,0,0,0,0
2024,ghosts,0,272,0,0,0,0
2024,china,1,272,0.3676470588,0.3676470588,0.37,0.37
2024,medical,0,272,0,0,0,0
2024,supernatural,0,272,0,0,0,0
2024,british literature,1,272,0.3676470588,0.3676470588,0.37,0.37
2024,indigenous,8,272,2.941176471,2.941176471,2.95,2.95
2024,steampunk,0,272,0,0,0,0
2024,culinary,0,272,0,0,0,0
2024,leadership,0,272,0,0,0,0
2024,high school,0,272,0,0,0,0
2024,psychological thriller,2,272,0.7352941176,0.7352941176,0.74,0.74
2024,vegan,0,272,0,0,0,0
2024,christian,1,272,0.3676470588,0.3676470588,0.37,0.37
2024,dark romance,5,272,1.838235294,1.838235294,1.84,1.84
2024,shapeshifters,0,272,0,0,0,0
2024,france,1,272,0.3676470588,0.3676470588,0.37,0.37
2024,grief,3,272,1.102941176,1.102941176,1.11,1.11
2024,pop culture,3,272,1.102941176,1.102941176,1.11,1.11
2024,india,0,272,0,0,0,0
2024,mental illness,0,272,0,0,0,0
2024,cultural,0,272,0,0,0,0
2024,abuse,0,272,0,0,0,0
2024,american,0,272,0,0,0,0
2024,ireland,2,272,0.7352941176,0.7352941176,0.74,0.74
2024,love,0,272,0,0,0,0
2024,new york,1,272,0.3676470588,0.3676470588,0.37,0.37
2024,productivity,2,272,0.7352941176,0.7352941176,0.74,0.74
2024,romantic suspense,0,272,0,0,0,0
2024,sports romance,2,272,0.7352941176,0.7352941176,0.74,0.74
2024,teen,0,272,0,0,0,0
2024,action,0,272,0,0,0,0
2024,apocalyptic,0,272,0,0,0,0
2024,dark,1,272,0.3676470588,0.3676470588,0.37,0.37
2024,death,0,272,0,0,0,0
2024,greek mythology,1,272,0.3676470588,0.3676470588,0.37,0.37
2024,physics,0,272,0,0,0,0
2024,russia,0,272,0,0,0,0
2024,school,0,272,0,0,0,0
2024,werewolves,0,272,0,0,0,0
2024,asian literature,0,272,0,0,0,0
2024,climate change,0,272,0,0,0,0
2024,college,0,272,0,0,0,0
2024,holocaust,0,272,0,0,0,0
2024,writing,0,272,0,0,0,0
2024,young adult romance,3,272,1.102941176,1.102941176,1.11,1.11
2024,detective,0,272,0,0,0,0
2024,manga,0,272,0,0,0,0
2024,native american,4,272,1.470588235,1.470588235,1.48,1.48
2024,anthologies,0,272,0,0,0,0
2024,espionage,1,272,0.3676470588,0.3676470588,0.37,0.37
2024,presidents,0,272,0,0,0,0
2024,westerns,2,272,0.7352941176,0.7352941176,0.74,0.74
2024,birds,1,272,0.3676470588,0.3676470588,0.37,0.37
2024,dark fantasy,0,272,0,0,0,0
2024,demons,0,272,0,0,0,0
2024,marvel,0,272,0,0,0,0
2024,second chance,1,272,0.3676470588,0.3676470588,0.37,0.37
2024,anti racist,0,272,0,0,0,0
2024,civil war,2,272,0.7352941176,0.7352941176,0.74,0.74
2024,classics,1,272,0.3676470588,0.3676470588,0.37,0.37
2024,dc comics,0,272,0,0,0,0
2024,drama,2,272,0.7352941176,0.7352941176,0.74,0.74
2024,faith,0,272,0,0,0,0
2024,juvenile,0,272,0,0,0,0
2024,m m romance,0,272,0,0,0,0
2024,military science fiction,0,272,0,0,0,0
2024,spirituality,0,272,0,0,0,0
2024,angels,0,272,0,0,0,0
2024,disability,1,272,0.3676470588,0.3676470588,0.37,0.37
2024,bdsm,0,272,0,0,0,0
2024,cults,0,272,0,0,0,0
2023,fiction,176,284,61.97183099,61.97183099,61.98,61.98
2023,audiobook,230,284,80.98591549,80.98591549,80.99,80.99
2023,nonfiction,80,284,28.16901408,28.16901408,28.17,28.17
2023,fantasy,90,284,31.69014085,31.69014085,31.7,31.7
2023,romance,92,284,32.3943662,32.3943662,32.4,32.4
2023,contemporary,67,284,23.5915493,23.5915493,23.6,23.6
2023,young adult,42,284,14.78873239,14.78873239,14.79,14.79
2023,adult,64,284,22.53521127,22.53521127,22.54,22.54
2023,mystery,68,284,23.94366197,23.94366197,23.95,23.95
2023,biography,38,284,13.38028169,13.38028169,13.39,13.39
2023,memoir,42,284,14.78873239,14.78873239,14.79,14.79
2023,historical fiction,50,284,17.6056338,17.6056338,17.61,17.61
2023,thriller,47,284,16.54929577,16.54929577,16.55,16.55
2023,historical,42,284,14.78873239,14.78873239,14.79,14.79
2023,science fiction,22,284,7.746478873,7.746478873,7.75,7.75
2023,history,30,284,10.56338028,10.56338028,10.57,10.57
2023,humor,20,284,7.042253521,7.042253521,7.05,7.05
2023,horror,29,284,10.21126761,10.21126761,10.22,10.22
2023,lgbt,29,284,10.21126761,10.21126761,10.22,10.22
2023,mystery thriller,37,284,13.02816901,13.02816901,13.03,13.03
2023,paranormal,19,284,6.690140845,6.690140845,6.7,6.7
2023,biography memoir,24,284,8.450704225,8.450704225,8.46,8.46
2023,childrens,0,284,0,0,0,0
2023,literary fiction,33,284,11.61971831,11.61971831,11.62,11.62
2023,poetry,2,284,0.7042253521,0.7042253521,0.71,0.71
2023,crime,11,284,3.873239437,3.873239437,3.88,3.88
2023,queer,24,284,8.450704225,8.450704225,8.46,8.46
2023,graphic novels,0,284,0,0,0,0
2023,contemporary romance,23,284,8.098591549,8.098591549,8.1,8.1
2023,magic,16,284,5.633802817,5.633802817,5.64,5.64
2023,middle grade,0,284,0,0,0,0
2023,science,9,284,3.169014085,3.169014085,3.17,3.17
2023,adventure,4,284,1.408450704,1.408450704,1.41,1.41
2023,politics,13,284,4.577464789,4.577464789,4.58,4.58
2023,comics,0,284,0,0,0,0
2023,food,2,284,0.7042253521,0.7042253521,0.71,0.71
2023,urban fantasy,2,284,0.7042253521,0.7042253521,0.71,0.71
2023,feminism,13,284,4.577464789,4.577464789,4.58,4.58
2023,realistic fiction,0,284,0,0,0,0
2023,suspense,12,284,4.225352113,4.225352113,4.23,4.23
2023,picture books,0,284,0,0,0,0
2023,dystopia,11,284,3.873239437,3.873239437,3.88,3.88
2023,chick lit,10,284,3.521126761,3.521126761,3.53,3.53
2023,self help,10,284,3.521126761,3.521126761,3.53,3.53
2023,cooking,0,284,0,0,0,0
2023,comedy,9,284,3.169014085,3.169014085,3.17,3.17
2023,war,10,284,3.521126761,3.521126761,3.53,3.53
2023,psychology,8,284,2.816901408,2.816901408,2.82,2.82
2023,cookbooks,0,284,0,0,0,0
2023,adult fiction,8,284,2.816901408,2.816901408,2.82,2.82
2023,mental health,11,284,3.873239437,3.873239437,3.88,3.88
2023,autobiography,7,284,2.464788732,2.464788732,2.47,2.47
2023,essays,14,284,4.929577465,4.929577465,4.93,4.93
2023,race,13,284,4.577464789,4.577464789,4.58,4.58
2023,family,8,284,2.816901408,2.816901408,2.82,2.82
2023,new adult,2,284,0.7042253521,0.7042253521,0.71,0.71
2023,vampires,8,284,2.816901408,2.816901408,2.82,2.82
2023,animals,0,284,0,0,0,0
2023,graphic novels comics,0,284,0,0,0,0
2023,health,17,284,5.985915493,5.985915493,5.99,5.99
2023,young adult fantasy,10,284,3.521126761,3.521126761,3.53,3.53
2023,science fiction fantasy,2,284,0.7042253521,0.7042253521,0.71,0.71
2023,mythology,9,284,3.169014085,3.169014085,3.17,3.17
2023,high fantasy,4,284,1.408450704,1.408450704,1.41,1.41
2023,magical realism,14,284,4.929577465,4.929577465,4.93,4.93
2023,business,3,284,1.056338028,1.056338028,1.06,1.06
2023,world war ii,9,284,3.169014085,3.169014085,3.17,3.17
2023,nature,6,284,2.112676056,2.112676056,2.12,2.12
2023,reference,0,284,0,0,0,0
2023,space,4,284,1.408450704,1.408450704,1.41,1.41
2023,storytime,0,284,0,0,0,0
2023,american history,5,284,1.76056338,1.76056338,1.77,1.77
2023,true crime,7,284,2.464788732,2.464788732,2.47,2.47
2023,enemies to lovers,14,284,4.929577465,4.929577465,4.93,4.93
2023,paranormal romance,0,284,0,0,0,0
2023,short stories,2,284,0.7042253521,0.7042253521,0.71,0.71
2023,romantasy,29,284,10.21126761,10.21126761,10.22,10.22
2023,retellings,4,284,1.408450704,1.408450704,1.41,1.41
2023,friendship,0,284,0,0,0,0
2023,travel,6,284,2.112676056,2.112676056,2.12,2.12
2023,space opera,4,284,1.408450704,1.408450704,1.41,1.41
2023,personal development,7,284,2.464788732,2.464788732,2.47,2.47
2023,military fiction,1,284,0.3521126761,0.3521126761,0.36,0.36
2023,social justice,5,284,1.76056338,1.76056338,1.77,1.77
2023,art,3,284,1.056338028,1.056338028,1.06,1.06
2023,epic fantasy,0,284,0,0,0,0
2023,philosophy,6,284,2.112676056,2.112676056,2.12,2.12
2023,sports,5,284,1.76056338,1.76056338,1.77,1.77
2023,music,2,284,0.7042253521,0.7042253521,0.71,0.71
2023,fantasy romance,24,284,8.450704225,8.450704225,8.46,8.46
2023,novels,1,284,0.3521126761,0.3521126761,0.36,0.36
2023,book club,5,284,1.76056338,1.76056338,1.77,1.77
2023,books about books,7,284,2.464788732,2.464788732,2.47,2.47
2023,post apocalyptic,0,284,0,0,0,0
2023,time travel,4,284,1.408450704,1.408450704,1.41,1.41
2023,foodie,0,284,0,0,0,0
2023,sociology,4,284,1.408450704,1.408450704,1.41,1.41
2023,witches,8,284,2.816901408,2.816901408,2.82,2.82
2023,african american,1,284,0.3521126761,0.3521126761,0.36,0.36
2023,fae,6,284,2.112676056,2.112676056,2.12,2.12
2023,technology,1,284,0.3521126761,0.3521126761,0.36,0.36
2023,young adult contemporary,0,284,0,0,0,0
2023,coming of age,4,284,1.408450704,1.408450704,1.41,1.41
2023,gothic,10,284,3.521126761,3.521126761,3.53,3.53
2023,lesbian,7,284,2.464788732,2.464788732,2.47,2.47
2023,religion,6,284,2.112676056,2.112676056,2.12,2.12
2023,fairy tales,0,284,0,0,0,0
2023,food and drink,0,284,0,0,0,0
2023,aliens,1,284,0.3521126761,0.3521126761,0.36,0.36
2023,environment,2,284,0.7042253521,0.7042253521,0.71,0.71
2023,friends to lovers,4,284,1.408450704,1.408450704,1.41,1.41
2023,womens,2,284,0.7042253521,0.7042253521,0.71,0.71
2023,erotica,0,284,0,0,0,0
2023,parenting,0,284,0,0,0,0
2023,asia,2,284,0.7042253521,0.7042253521,0.71,0.71
2023,nutrition,1,284,0.3521126761,0.3521126761,0.36,0.36
2023,speculative fiction,3,284,1.056338028,1.056338028,1.06,1.06
2023,economics,3,284,1.056338028,1.056338028,1.06,1.06
2023,zombies,0,284,0,0,0,0
2023,biology,2,284,0.7042253521,0.7042253521,0.71,0.71
2023,medicine,3,284,1.056338028,1.056338028,1.06,1.06
2023,dragons,3,284,1.056338028,1.056338028,1.06,1.06
2023,superheroes,0,284,0,0,0,0
2023,africa,1,284,0.3521126761,0.3521126761,0.36,0.36
2023,literature,0,284,0,0,0,0
2023,novella,0,284,0,0,0,0
2023,canada,1,284,0.3521126761,0.3521126761,0.36,0.36
2023,historical romance,1,284,0.3521126761,0.3521126761,0.36,0.36
2023,comic book,0,284,0,0,0,0
2023,ghosts,1,284,0.3521126761,0.3521126761,0.36,0.36
2023,china,1,284,0.3521126761,0.3521126761,0.36,0.36
2023,medical,2,284,0.7042253521,0.7042253521,0.71,0.71
2023,supernatural,0,284,0,0,0,0
2023,british literature,1,284,0.3521126761,0.3521126761,0.36,0.36
2023,indigenous,4,284,1.408450704,1.408450704,1.41,1.41
2023,steampunk,0,284,0,0,0,0
2023,culinary,0,284,0,0,0,0
2023,leadership,1,284,0.3521126761,0.3521126761,0.36,0.36
2023,high school,0,284,0,0,0,0
2023,psychological thriller,3,284,1.056338028,1.056338028,1.06,1.06
2023,vegan,0,284,0,0,0,0
2023,christian,3,284,1.056338028,1.056338028,1.06,1.06
2023,dark romance,2,284,0.7042253521,0.7042253521,0.71,0.71
2023,shapeshifters,0,284,0,0,0,0
2023,france,1,284,0.3521126761,0.3521126761,0.36,0.36
2023,grief,1,284,0.3521126761,0.3521126761,0.36,0.36
2023,pop culture,0,284,0,0,0,0
2023,india,4,284,1.408450704,1.408450704,1.41,1.41
2023,mental illness,1,284,0.3521126761,0.3521126761,0.36,0.36
2023,cultural,0,284,0,0,0,0
2023,abuse,0,284,0,0,0,0
2023,american,0,284,0,0,0,0
2023,ireland,2,284,0.7042253521,0.7042253521,0.71,0.71
2023,love,0,284,0,0,0,0
2023,new york,0,284,0,0,0,0
2023,productivity,0,284,0,0,0,0
2023,romantic suspense,0,284,0,0,0,0
2023,sports romance,5,284,1.76056338,1.76056338,1.77,1.77
2023,teen,0,284,0,0,0,0
2023,action,0,284,0,0,0,0
2023,apocalyptic,0,284,0,0,0,0
2023,dark,0,284,0,0,0,0
2023,death,2,284,0.7042253521,0.7042253521,0.71,0.71
2023,greek mythology,4,284,1.408450704,1.408450704,1.41,1.41
2023,physics,0,284,0,0,0,0
2023,russia,0,284,0,0,0,0
2023,school,0,284,0,0,0,0
2023,werewolves,0,284,0,0,0,0
2023,asian literature,0,284,0,0,0,0
2023,climate change,3,284,1.056338028,1.056338028,1.06,1.06
2023,college,0,284,0,0,0,0
2023,holocaust,1,284,0.3521126761,0.3521126761,0.36,0.36
2023,writing,1,284,0.3521126761,0.3521126761,0.36,0.36
2023,young adult romance,2,284,0.7042253521,0.7042253521,0.71,0.71
2023,detective,0,284,0,0,0,0
2023,manga,0,284,0,0,0,0
2023,native american,0,284,0,0,0,0
2023,anthologies,0,284,0,0,0,0
2023,espionage,0,284,0,0,0,0
2023,presidents,0,284,0,0,0,0
2023,westerns,1,284,0.3521126761,0.3521126761,0.36,0.36
2023,birds,0,284,0,0,0,0
2023,dark fantasy,0,284,0,0,0,0
2023,demons,0,284,0,0,0,0
2023,marvel,0,284,0,0,0,0
2023,second chance,2,284,0.7042253521,0.7042253521,0.71,0.71
2023,anti racist,0,284,0,0,0,0
2023,civil war,0,284,0,0,0,0
2023,classics,0,284,0,0,0,0
2023,dc comics,0,284,0,0,0,0
2023,drama,0,284,0,0,0,0
2023,faith,1,284,0.3521126761,0.3521126761,0.36,0.36
2023,juvenile,0,284,0,0,0,0
2023,m m romance,0,284,0,0,0,0
2023,military science fiction,0,284,0,0,0,0
2023,spirituality,2,284,0.7042253521,0.7042253521,0.71,0.71
2023,angels,0,284,0,0,0,0
2023,disability,0,284,0,0,0,0
2023,bdsm,0,284,0,0,0,0
2023,cults,0,284,0,0,0,0
2022,fiction,210,320,65.625,65.625,65.63,65.63
2022,audiobook,222,320,69.375,69.375,69.38,69.38
2022,nonfiction,100,320,31.25,31.25,31.25,31.25
2022,fantasy,88,320,27.5,27.5,27.5,27.5
2022,romance,74,320,23.125,23.125,23.13,23.13
2022,contemporary,83,320,25.9375,25.9375,25.94,25.94
2022,young adult,62,320,19.375,19.375,19.38,19.38
2022,adult,85,320,26.5625,26.5625,26.57,26.57
2022,mystery,64,320,20,20,20,20
2022,biography,49,320,15.3125,15.3125,15.32,15.32
2022,memoir,51,320,15.9375,15.9375,15.94,15.94
2022,historical fiction,45,320,14.0625,14.0625,14.07,14.07
2022,thriller,48,320,15,15,15,15
2022,historical,41,320,12.8125,12.8125,12.82,12.82
2022,science fiction,30,320,9.375,9.375,9.38,9.38
2022,history,31,320,9.6875,9.6875,9.69,9.69
2022,humor,26,320,8.125,8.125,8.13,8.13
2022,horror,39,320,12.1875,12.1875,12.19,12.19
2022,lgbt,50,320,15.625,15.625,15.63,15.63
2022,mystery thriller,36,320,11.25,11.25,11.25,11.25
2022,paranormal,13,320,4.0625,4.0625,4.07,4.07
2022,biography memoir,26,320,8.125,8.125,8.13,8.13
2022,childrens,10,320,3.125,3.125,3.13,3.13
2022,literary fiction,25,320,7.8125,7.8125,7.82,7.82
2022,poetry,21,320,6.5625,6.5625,6.57,6.57
2022,crime,18,320,5.625,5.625,5.63,5.63
2022,queer,37,320,11.5625,11.5625,11.57,11.57
2022,graphic novels,20,320,6.25,6.25,6.25,6.25
2022,contemporary romance,18,320,5.625,5.625,5.63,5.63
2022,magic,15,320,4.6875,4.6875,4.69,4.69
2022,middle grade,18,320,5.625,5.625,5.63,5.63
2022,science,10,320,3.125,3.125,3.13,3.13
2022,adventure,10,320,3.125,3.125,3.13,3.13
2022,politics,11,320,3.4375,3.4375,3.44,3.44
2022,comics,21,320,6.5625,6.5625,6.57,6.57
2022,food,0,320,0,0,0,0
2022,urban fantasy,5,320,1.5625,1.5625,1.57,1.57
2022,feminism,19,320,5.9375,5.9375,5.94,5.94
2022,realistic fiction,5,320,1.5625,1.5625,1.57,1.57
2022,suspense,15,320,4.6875,4.6875,4.69,4.69
2022,picture books,4,320,1.25,1.25,1.25,1.25
2022,dystopia,11,320,3.4375,3.4375,3.44,3.44
2022,chick lit,9,320,2.8125,2.8125,2.82,2.82
2022,self help,11,320,3.4375,3.4375,3.44,3.44
2022,cooking,0,320,0,0,0,0
2022,comedy,17,320,5.3125,5.3125,5.32,5.32
2022,war,10,320,3.125,3.125,3.13,3.13
2022,psychology,11,320,3.4375,3.4375,3.44,3.44
2022,cookbooks,0,320,0,0,0,0
2022,adult fiction,5,320,1.5625,1.5625,1.57,1.57
2022,mental health,17,320,5.3125,5.3125,5.32,5.32
2022,autobiography,10,320,3.125,3.125,3.13,3.13
2022,essays,17,320,5.3125,5.3125,5.32,5.32
2022,race,17,320,5.3125,5.3125,5.32,5.32
2022,family,2,320,0.625,0.625,0.63,0.63
2022,new adult,2,320,0.625,0.625,0.63,0.63
2022,vampires,2,320,0.625,0.625,0.63,0.63
2022,animals,6,320,1.875,1.875,1.88,1.88
2022,graphic novels comics,8,320,2.5,2.5,2.5,2.5
2022,health,18,320,5.625,5.625,5.63,5.63
2022,young adult fantasy,11,320,3.4375,3.4375,3.44,3.44
2022,science fiction fantasy,2,320,0.625,0.625,0.63,0.63
2022,mythology,16,320,5,5,5,5
2022,high fantasy,1,320,0.3125,0.3125,0.32,0.32
2022,magical realism,10,320,3.125,3.125,3.13,3.13
2022,business,4,320,1.25,1.25,1.25,1.25
2022,world war ii,6,320,1.875,1.875,1.88,1.88
2022,nature,4,320,1.25,1.25,1.25,1.25
2022,reference,0,320,0,0,0,0
2022,space,5,320,1.5625,1.5625,1.57,1.57
2022,storytime,1,320,0.3125,0.3125,0.32,0.32
2022,american history,7,320,2.1875,2.1875,2.19,2.19
2022,true crime,7,320,2.1875,2.1875,2.19,2.19
2022,enemies to lovers,9,320,2.8125,2.8125,2.82,2.82
2022,paranormal romance,0,320,0,0,0,0
2022,short stories,7,320,2.1875,2.1875,2.19,2.19
2022,romantasy,8,320,2.5,2.5,2.5,2.5
2022,retellings,13,320,4.0625,4.0625,4.07,4.07
2022,friendship,2,320,0.625,0.625,0.63,0.63
2022,travel,10,320,3.125,3.125,3.13,3.13
2022,space opera,4,320,1.25,1.25,1.25,1.25
2022,personal development,6,320,1.875,1.875,1.88,1.88
2022,military fiction,0,320,0,0,0,0
2022,social justice,4,320,1.25,1.25,1.25,1.25
2022,art,0,320,0,0,0,0
2022,epic fantasy,1,320,0.3125,0.3125,0.32,0.32
2022,philosophy,3,320,0.9375,0.9375,0.94,0.94
2022,sports,2,320,0.625,0.625,0.63,0.63
2022,music,4,320,1.25,1.25,1.25,1.25
2022,fantasy romance,6,320,1.875,1.875,1.88,1.88
2022,novels,23,320,7.1875,7.1875,7.19,7.19
2022,book club,5,320,1.5625,1.5625,1.57,1.57
2022,books about books,3,320,0.9375,0.9375,0.94,0.94
2022,post apocalyptic,1,320,0.3125,0.3125,0.32,0.32
2022,time travel,8,320,2.5,2.5,2.5,2.5
2022,foodie,0,320,0,0,0,0
2022,sociology,0,320,0,0,0,0
2022,witches,6,320,1.875,1.875,1.88,1.88
2022,african american,2,320,0.625,0.625,0.63,0.63
2022,fae,2,320,0.625,0.625,0.63,0.63
2022,technology,0,320,0,0,0,0
2022,young adult contemporary,1,320,0.3125,0.3125,0.32,0.32
2022,coming of age,4,320,1.25,1.25,1.25,1.25
2022,gothic,12,320,3.75,3.75,3.75,3.75
2022,lesbian,8,320,2.5,2.5,2.5,2.5
2022,religion,1,320,0.3125,0.3125,0.32,0.32
2022,fairy tales,1,320,0.3125,0.3125,0.32,0.32
2022,food and drink,0,320,0,0,0,0
2022,aliens,0,320,0,0,0,0
2022,environment,1,320,0.3125,0.3125,0.32,0.32
2022,friends to lovers,3,320,0.9375,0.9375,0.94,0.94
2022,womens,2,320,0.625,0.625,0.63,0.63
2022,erotica,0,320,0,0,0,0
2022,parenting,3,320,0.9375,0.9375,0.94,0.94
2022,asia,3,320,0.9375,0.9375,0.94,0.94
